KO,EC,RXN
K01703,4.2.1.33;4.2.1.35,R03896;R03898;R03968;R04001;R08620;R08624;R08628;R08634;R08641;R08645;R10170
K21572,,
K03529,,
K01703,4.2.1.33;4.2.1.35,R03896;R03898;R03968;R04001;R08620;R08624;R08628;R08634;R08641;R08645;R10170
K03092,,
K03495,,R08701
K08659,,
K02027,,
K20951,,
K26937,,
K11736,,
K03111,,
K03629,,
K07472,,
K02410,,
K00605,2.1.2.10,R01221;R02300;R04125
K04043,,
K02004,,
K02316,2.7.7.101,
K01187,3.2.1.20,R00028;R00801;R00802;R06087;R06088
K21573,,
K16091,,
K00375,,
K00928,2.7.2.4,R00480
K14682,2.3.1.1,R00259
K02671,,
K01034,2.8.3.8;2.8.3.9,R01179;R01359;R01365;R07832
K07773,,
K02674,,
K03544,,
K03043,2.7.7.6,
K10231,2.4.1.230,
K09157,,
K01079,3.1.3.3,R00582
K07636,2.7.13.3,
K00919,2.7.1.148,R05634
K07133,,
K01262,3.4.11.9,
K01999,,
K15635,5.4.2.12,R01518
K03553,,
K01220,3.2.1.85,R03256
K04043,,
K07636,2.7.13.3,
K01142,3.1.11.2,
K01184,3.2.1.15,R01982;R02360
K09960,,
K14194,,
K02414,,
K01421,,
K14445,,
K03308,,
K11751,3.1.3.5;3.6.1.45,R00183;R00511;R00963;R01126;R01227;R01569;R01664;R01968;R02088;R02102;R02323;R02719;R03346;R12958
K02032,,
K06217,,
K13926,,
K15519,2.7.1.74;2.7.1.76,R01666;R02089
K06118,3.13.1.1,R05775
K14155,4.4.1.13,R00782;R01286;R02408;R04941;R12188
K00656,2.3.1.54,R00212;R06987
K07484,,
K11961,,
K03231,,
K03169,5.6.2.1,
K01673,4.2.1.1,R00132;R10092
K00567,2.1.1.63,
K01190,3.2.1.23,R01105;R01678;R03355;R04783;R06114
K04046,,
K12452,1.17.1.1,R03391;R03392
K11036,,
K03406,,
K01952,6.3.5.3,R04463
K00558,2.1.1.37,R04858
K05366,2.4.99.28;3.4.16.4,
K01421,,
K01421,,
K01156,3.1.21.5,
K02337,2.7.7.7,
K01735,4.2.3.4,R03083
K03595,,
K18138,,
K21636,1.1.98.6,R11633;R11634;R11635;R11636
K02846,,
K03086,,
K01740,2.5.1.49,R00651;R01287;R02026;R04859
K01635,4.1.2.40,R01069
K13730,,
K02519,,
K06879,1.7.1.13,R07605
K02246,,
K26730,,
K17686,7.2.2.8,
K19303,,
K00240,1.3.5.1,R02164
K03046,2.7.7.6,
K04759,,
K24998,1.3.8.17;6.3.2.31;6.3.2.34,R09399;R09400;R12720
K07685,,
K07404,3.1.1.31,R02035
K16692,2.7.10.3,
K01728,4.2.2.2,R02361;R06240
K01179,3.2.1.4,R06200;R11307;R11308
K07347,,
K03070,7.4.2.8,
K18890,,
K01579,4.1.1.11,R00489
K00639,2.3.1.29,R00371
K01791,5.1.3.14,R00420
K07133,,
K03545,,
K02535,3.5.1.108,R04587
K02557,,
K03170,5.6.2.2,
K01890,6.1.1.20,R03660
K03749,,
K08679,5.1.3.6,R01385
K17228,1.14.14.35,R10203
K06941,2.1.1.192,
K01639,4.1.3.3,R01811;R12768
K26939,,
K01581,4.1.1.17,R00670
K03529,,
K00058,1.1.1.399;1.1.1.95,R01513
K21239,2.7.7.6,
K02003,,
K07814,,
K07286,,
K07003,,
K03630,,
K03582,3.1.11.5,
K01284,3.4.15.5,
K21449,,
K04079,,
K12950,7.2.2.22,
K03703,,
K01915,6.3.1.2,R00253
K22396,4.2.1.82,R02429
K01151,3.1.21.2,
K26065,,R08414
K22051,,
K20566,1.1.3.43,R08896;R10207;R11267;R11268
K14194,,
K21573,,
K21572,,
K01804,5.3.1.4,R01761;R12991;R13545
K03077,5.1.3.4,R05850
K10906,,
K13796,,
K02879,,
K21745,,
K05349,3.2.1.21,R00026;R00306;R02558;R02887;R02985;R03527;R04949;R04998;R10035;R10039;R10040;R13051;R13052;R13065;R13081
K03683,,
K06901,,
K01955,6.3.5.5,R00256;R00575;R01395;R10948;R10949
K18930,,R00297
K18578,3.2.1.155,
K03412,3.1.1.61;3.5.1.44,
K00655,2.3.1.51,R02241;R09381
K21572,,
K01190,3.2.1.23,R01105;R01678;R03355;R04783;R06114
K06920,6.3.4.20,R09978
K00948,2.7.6.1,R01049
K01056,3.1.1.29,
K26138,1.7.1.4,R00787;R00789
K07484,,
K07484,,
K07484,,
K01546,,
K07271,,R12821
K03799,,
K04066,5.6.2.4,
K06925,,
K07315,3.1.3.3,
K03929,,
K00090,1.1.1.215;1.1.1.79;1.1.1.81,R00465;R01388;R01392;R01739
K00626,2.3.1.9,R00238;R01177
K03310,,
K00254,1.3.5.2,R01868
K10026,4.3.99.3,R10002
K07271,,R12821
K00605,2.1.2.10,R01221;R02300;R04125
K06919,,
K02072,,
K03168,5.6.2.1,
K07263,,
K10036,,
K13735,,
K03466,,
K18138,,
K01338,3.4.21.53,
K01006,2.7.9.1,R00206
K02335,2.7.7.7,
K01895,6.2.1.1,R00235;R00236;R00316;R00925;R00926;R01354
K00931,2.7.2.11,R00239
K03406,,
K18138,,
K05349,3.2.1.21,R00026;R00306;R02558;R02887;R02985;R03527;R04949;R04998;R10035;R10039;R10040;R13051;R13052;R13065;R13081
K18929,,
K00666,,
K17713,,
K03931,,
K01784,5.1.3.2,R00291;R02984
K07496,,
K03832,,
K15923,3.2.1.51,
K01079,3.1.3.3,R00582
K01610,4.1.1.49,R00341
K00688,2.4.1.1,R02111
K01372,3.4.22.40,
K07138,,
K25151,,
K16092,,
K02033,,
K19577,,
K05366,2.4.99.28;3.4.16.4,
K00648,2.3.1.180,R10707
K03621,2.3.1.274,R12240
K02879,,
K06217,,
K02529,,
K04763,,
K25026,2.7.1.2,R00299;R01600;R01786
K02469,5.6.2.2,
K03294,,
K13566,3.5.1.3,R00269;R00348
K01710,4.2.1.46,R06513
K06001,4.2.1.20,R00674;R02340;R02722
K07452,,
K00558,2.1.1.37,R04858
K16087,,
K13688,2.4.1.397,
K03406,,
K06015,3.5.1.81,R02192
K11102,,
K03281,,
K06153,3.6.1.27,R05627
K02744,,R08366;R08367
K01955,6.3.5.5,R00256;R00575;R01395;R10948;R10949
K12132,2.7.11.1,
K07347,,
K03473,1.1.1.290,R04210
K01886,6.1.1.18,R03652
K06413,,
K00609,2.1.3.2,R01397
K02337,2.7.7.7,
K00688,2.4.1.1,R02111
K02886,,
K06941,2.1.1.192,
K02072,,
K07085,,
K01875,6.1.1.11,R03662;R08218
K02237,,
K00969,2.7.7.18,R00137;R03005
K22015,1.17.98.4;1.17.98.5,R12754
K02012,,
K15461,2.1.1.61,R00601;R08702
K01938,6.3.4.3,R00943
K01870,6.1.1.5,R03656
K15125,,
K12132,2.7.11.1,
K03546,,
K00928,2.7.2.4,R00480
K03531,,
K21573,,
K21573,,
K03518,1.2.5.3,R11168
K00600,2.1.2.1,R00945;R09099
K04485,,
K03695,,
K01963,2.1.3.15;6.4.1.2,R00742;R04386
K07495,,
K16648,,
K21573,,
K15772,,
K03270,3.1.3.45,R03350
K01439,3.5.1.18,R02734
K07054,,
K03773,5.2.1.8,
K18299,,
K01875,6.1.1.11,R03662;R08218
K08217,,
K00053,1.1.1.86,R03051;R04439;R04440;R05068;R05069;R05071
K00927,2.7.2.3,R01512
K07287,,
K11690,,
K02371,1.3.1.9,R01403;R04429;R04724;R04955;R04958;R04961;R04966;R04969;R07765
K25034,,
K21573,,
K02335,2.7.7.7,
K01537,7.2.2.10,
K02819,2.7.1.201,R02780
K01226,3.2.1.93,R00837;R06113
K06168,2.8.4.3,R10645;R10646;R10647
K04042,2.3.1.157;2.7.7.23,R00416;R05332
K07091,,
K06958,,
K03618,,
K03585,,
K07133,,
K03665,,
K07058,,
K13017,2.6.1.98,R10141
K01992,,
K01887,6.1.1.19,R03646
K03168,5.6.2.1,
K01586,4.1.1.20,R00451
K25010,3.1.1.117,
K21084,2.7.7.65,
K00402,2.8.4.1,R04541
K01972,6.5.1.2,R00382
K01735,4.2.3.4,R03083
K11927,5.6.2.7,
K27802,4.2.1.3;4.2.1.99,R01324;R01325;R01900;R04425
K14057,,
K26148,3.1.4.52,
K10036,,
K18434,,
K06882,,
K22757,2.3.2.5,
K02896,,
K00331,7.1.1.2,R11945
K02470,5.6.2.2,
K02470,5.6.2.2,
K02551,2.2.1.9,R08165
K00342,7.1.1.2,R11945
K01187,3.2.1.20,R00028;R00801;R00802;R06087;R06088
K02012,,
K03977,,
K02227,6.3.1.10,R06529;R07302
K15945,,R09330
K07133,,
K03655,5.6.2.4,
K05515,3.4.16.4,
K13063,2.6.1.86,R08956
K06980,,
K03695,,
K16088,,
K18138,,
K00382,1.8.1.4,R00209;R01210;R01221;R01651;R01698;R01933;R03171;R03815;R07618;R08549
K03112,,
K02052,,
K01226,3.2.1.93,R00837;R06113
K07718,2.7.13.3,
K00791,2.5.1.75,R01122
K05515,3.4.16.4,
K02342,2.7.7.7,
K00892,2.7.1.73,R01131;R01228
K11904,,
K15125,,
K01595,4.1.1.31,R00345
K19694,,
K09456,,
K07769,2.7.13.3,
K27956,,
K02035,,
K03168,5.6.2.1,
K07391,,
K01214,3.2.1.68,R09995;R11261
K19005,2.7.8.20,R05081;R10849;R12813;R12900;R12901
K20035,1.3.99.41,R11130
K03495,,R08701
K00971,2.7.7.13,R00885
K03655,5.6.2.4,
K21573,,
K03502,,
K14949,2.7.11.1,
K03453,,
K07140,,
K00969,2.7.7.18,R00137;R03005
K00145,1.2.1.38,R03443
K06381,4.2.2.29,
K07701,2.7.13.3,
K01006,2.7.9.1,R00206
K05775,,
K06131,,R07390
K03496,,
K02077,,
K03596,,
K16092,,
K02002,,
K08479,2.7.13.3,
K06941,2.1.1.192,
K13525,,
K07115,2.1.1.266,
K06158,,
K01153,3.1.21.3,
K00566,2.8.1.13,R08700
K02549,4.2.1.113,R04031
K00548,2.1.1.13,R00946;R09365
K01728,4.2.2.2,R02361;R06240
K07126,,
K00627,2.3.1.12,R00209;R02569
K19693,,
K09607,,
K03797,3.4.21.102,
K21573,,
K01613,4.1.1.65,R02055
K03657,5.6.2.4,
K01256,3.4.11.2,R00899;R04951
K21470,,
K01515,3.6.1.13,R01054;R12896
K04487,2.8.1.7,R07460;R11528;R11529
K02669,,
K01965,6.4.1.3,R01859
K07133,,
K06987,,
K06941,2.1.1.192,
K02109,,
K00375,,
K00024,1.1.1.37,R00342;R07136
K07652,2.7.13.3,
K18320,,
K04069,1.97.1.4,R04710
K15830,,
K13688,2.4.1.397,
K01081,3.1.3.5,R00183;R00511;R00963;R01126;R01227;R01569;R01664;R01968;R02088;R02102;R02323;R02719;R03346;R12958
K16870,2.4.1.289,R10175;R12077
K19078,,
K07507,,
K07091,,
K12524,1.1.1.3;2.7.2.4,R00480;R01773;R01775
K21577,1.21.4.2;1.21.4.3;1.21.4.4,
K00790,2.5.1.7,R00660
K00075,1.3.1.98,R03191;R03192
K03657,5.6.2.4,
K02430,,
K06959,,
K06147,,
K01358,3.4.21.92,
K03485,,
K10231,2.4.1.230,
K01610,4.1.1.49,R00341
K07279,,
K20455,4.2.1.117,R11263
K00867,2.7.1.33,R02971;R03018;R04391
K00812,2.6.1.1,R00355;R00694;R00734;R00896;R02433;R02619;R05052
K05349,3.2.1.21,R00026;R00306;R02558;R02887;R02985;R03527;R04949;R04998;R10035;R10039;R10040;R13051;R13052;R13065;R13081
K03657,5.6.2.4,
K02405,,
K04562,,
K02404,,
K02400,,
K03040,2.7.7.6,
K00130,1.2.1.8,R02565;R02566
K10016,,
K15527,2.5.1.76,
K05846,,
K00097,1.1.1.262,R05681;R05837;R07406
K02390,,
K01811,3.2.1.177,
K04041,3.1.3.11,R00762;R04780
K00962,2.7.7.8,
K18979,1.17.99.6,R12500
K25314,2.7.1.52;2.7.7.30,R01951;R03161
K01890,6.1.1.20,R03660
K06178,5.4.99.22,
K11901,,
K16089,,
K07669,,
K03296,,
K16348,,
K00600,2.1.2.1,R00945;R09099
K01869,6.1.1.4,R03657
K14347,,
K15125,,
K00656,2.3.1.54,R00212;R06987
K07133,,
K03760,2.7.8.43,R11555;R11556;R11557;R12202
K00281,1.4.4.2,R01221;R03425
K06921,,
K02397,,
K19124,,
K00123,1.17.1.9,R00519
K07058,,
K11751,3.1.3.5;3.6.1.45,R00183;R00511;R00963;R01126;R01227;R01569;R01664;R01968;R02088;R02102;R02323;R02719;R03346;R12958
K01585,4.1.1.19,R00566
K04046,,
K01893,6.1.1.22,R03648
K03694,,
K01153,3.1.21.3,
K03308,,
K06911,1.13.11.24,
K27443,,
K11004,,
K15738,,
K02014,,
K00012,1.1.1.22,R00286
K07317,2.1.1.72,
K01666,4.1.3.39,R00750
K00773,2.4.2.29,R10209
K03544,,
K27051,,
K02523,2.5.1.90,R09248
K03733,,
K03733,,
K03785,4.2.1.10,R03084
K15347,,
K15633,5.4.2.12,R01518
K01006,2.7.9.1,R00206
K19354,,
K18650,3.2.1.82,
K02005,,
K03168,5.6.2.1,
K02335,2.7.7.7,
K01895,6.2.1.1,R00235;R00236;R00316;R00925;R00926;R01354
K13735,,
K11072,7.6.2.11,
K01462,3.5.1.88,
K10112,,
K03724,5.6.2.4;5.6.2.6,
K01596,4.1.1.32,R00431;R00726
K06919,,
K11717,2.8.1.7;4.4.1.16,R03599;R11528
K00662,2.3.1.81,
K07497,,
K28125,5.1.3.42,R12220
K00919,2.7.1.148,R05634
K21573,,
K03699,,
K03326,,
K10012,2.4.2.53,R07661
K17210,,
K07004,,
K11753,2.7.1.26;2.7.7.2,R00161;R00549
K01256,3.4.11.2,R00899;R04951
K00868,2.7.1.35,R00174;R01909;R02493
K02530,,
K15842,,
K16091,,
K06925,,
K01154,3.1.21.3,
K22110,,
K01669,4.1.99.3,
K15125,,
K12689,,
K01854,5.4.99.9,R00505;R09009
K15461,2.1.1.61,R00601;R08702
K21430,,
K21573,,
K21573,,
K07486,,
K01190,3.2.1.23,R01105;R01678;R03355;R04783;R06114
K01661,4.1.3.36,R07263
K01809,5.3.1.8,R00772;R01819
K13688,2.4.1.397,
K00772,2.4.2.28,R01402
K15894,4.2.1.115,R09697
K02945,,
K01200,3.2.1.41,R02111
K22104,,
K00647,2.3.1.41,R02768;R04355;R04726;R04952;R04957;R04960;R04963;R04968;R07762;R10115;R10119
K03657,5.6.2.4,
K01284,3.4.15.5,
K07014,,
K14205,2.3.2.3,
K01480,3.5.3.11,R01157
K01585,4.1.1.19,R00566
K03565,,
K01955,6.3.5.5,R00256;R00575;R01395;R10948;R10949
K06077,,
K17624,3.2.1.97,
K25232,,
K18888,,
K18887,,
K01733,4.2.3.1,R01466;R05086
K03485,,
K06381,4.2.2.29,
K03169,5.6.2.1,
K17231,1.21.1.1,
K00057,1.1.1.94,R00842;R00844
K00857,2.7.1.21,R01567;R02099;R08233
K09908,,
K19231,,
K01567,,
K00946,2.7.4.16,R00617
K03046,2.7.7.6,
K00971,2.7.7.13,R00885
K03556,,
K03641,,
K02450,,
K03704,,
K02342,2.7.7.7,
K13529,3.2.2.21,
K07263,,
K03631,,
K11527,2.7.13.3,
K03169,5.6.2.1,
K00097,1.1.1.262,R05681;R05837;R07406
K19350,,
K02355,,
K13527,,
K06899,,
K01255,3.4.11.1,R00899;R04951
K03110,,
K09458,2.3.1.179,R02768;R04355;R04726;R04952;R04957;R04960;R04963;R04968;R07762;R10115;R10119
K21573,,
K09013,,
K02990,,
K04042,2.3.1.157;2.7.7.23,R00416;R05332
K00372,,R00798;R01106
K15770,,
K15771,,
K01153,3.1.21.3,
K00626,2.3.1.9,R00238;R01177
K00800,2.5.1.19,R03460
K00946,2.7.4.16,R00617
K07481,,
K07485,,
K03601,3.1.11.6,
K00265,1.4.1.13,R00114;R00248
K02401,,
K02035,,
K14136,2.4.2.45,R10095
K07487,,
K01809,5.3.1.8,R00772;R01819
K06959,,
K03526,1.17.7.1;1.17.7.3,R08689;R10859
K02535,3.5.1.108,R04587
K07258,3.4.16.4,
K03655,5.6.2.4,
K05515,3.4.16.4,
K00549,2.1.1.14,R04405;R09365
K02346,2.7.7.7,
K18650,3.2.1.82,
K14742,,
K03694,,
K07676,2.7.13.3,
K03693,,
K26937,,
K07224,,
K03502,,
K04763,,
K07486,,
K04773,,
K02342,2.7.7.7,
K01190,3.2.1.23,R01105;R01678;R03355;R04783;R06114
K01198,3.2.1.37,R01433
K01034,2.8.3.8;2.8.3.9,R01179;R01359;R01365;R07832
K05349,3.2.1.21,R00026;R00306;R02558;R02887;R02985;R03527;R04949;R04998;R10035;R10039;R10040;R13051;R13052;R13065;R13081
K04744,,
K03654,5.6.2.4,
K00283,1.4.4.2,R01221;R03425
K00912,2.7.1.130,R04657
K12524,1.1.1.3;2.7.2.4,R00480;R01773;R01775
K02824,,
K02035,,
K01869,6.1.1.4,R03657
K01952,6.3.5.3,R04463
K26735,,
K02946,,
K04773,,
K08659,,
K04485,,
K03086,,
K03665,,
K03723,5.6.2.4,
K00970,2.7.7.19,
K25820,5.4.99.13,
K27825,,
K00826,2.6.1.42,R01090;R01214;R02199;R08622;R08626;R10991
K01687,4.2.1.9,R01209;R04441;R05070
K12132,2.7.11.1,
K01945,6.3.4.13,R04144
K19883,2.3.1.82;2.7.1.190,R11229
K00335,7.1.1.2,R11945
K06182,5.4.99.21,
K00681,2.3.2.2;3.4.19.13,R00494;R01262;R01687;R03867;R03916;R03970;R03971;R04935
K03466,,
K05778,,
K00986,2.7.7.49,
K06921,,
K06978,,
K10441,7.5.2.7,
K02586,1.18.6.1,R05185;R05496
K24012,6.2.1.13,R00229;R00920
K00275,1.4.3.5,R00277;R00278;R01710;R01711
K00009,1.1.1.17,R00758;R02703
K06894,,
K18118,2.8.3.18,R10343
K01092,3.1.3.25,R01185;R01186;R01187
K02952,,
K03466,,
K21573,,
K00974,2.7.7.72,R09382;R09383;R09384;R09386
K07496,,
K03177,5.4.99.25,
K03517,2.5.1.72,R04292
K03572,,
K20483,3.13.2.4,
K09861,,
K20962,3.1.4.52,
K03657,5.6.2.4,
K19231,,
K01744,4.3.1.1,R00490
K01870,6.1.1.5,R03656
K01278,3.4.14.5,
K01689,4.2.1.11,R00658
K21573,,
K01872,6.1.1.7,R03038
K00342,7.1.1.2,R11945
K14698,,
K00728,2.4.1.109,R04072;R07620;R11399
K06390,,
K03581,3.1.11.5,
K15255,5.6.2.3,
K20073,,
K02863,,
K07451,,
K23991,2.7.3.9,
K02895,,
K02874,,
K19611,,
K07272,,
K07316,2.1.1.72,
K03500,2.1.1.176,
K10680,,R08014;R08017;R08042
K00906,2.7.11.5,
K01950,6.3.5.1,R00257
K05539,,
K07010,,
K07133,,
K01364,3.4.22.10,
K26793,,
K01955,6.3.5.5,R00256;R00575;R01395;R10948;R10949
K13925,,
K13926,,
K07107,,
K17686,7.2.2.8,
K01531,7.2.2.14,
K03427,2.1.1.72,
K06867,,
K07636,2.7.13.3,
K01187,3.2.1.20,R00028;R00801;R00802;R06087;R06088
K02004,,
K04066,5.6.2.4,
K02834,,
K09808,,
K06196,,
K12507,,
K03183,2.1.1.163;2.1.1.201,R09736;R09737
K00266,1.4.1.13,R00114;R00248
K02014,,
K03553,,
K07001,,
K07496,,
K10192,,
K02227,6.3.1.10,R06529;R07302
K01897,6.2.1.3,R00390;R01280
K01868,6.1.1.3,R03663
K01953,6.3.5.4,R00578
K15635,5.4.2.12,R01518
K06159,,
K12573,3.1.13.1,
K01699,4.2.1.28,R02376
K27502,1.5.1.55,R13291
K07075,,
K06179,5.4.99.24,
K19337,,
K03291,,
K02297,7.1.1.3,R11335;R13247
K00014,1.1.1.25,R02413;R12885
K03924,,
K03702,,
K02952,,
K00992,2.7.7.99,R11025
K13482,1.17.1.4,R01768;R02103
K02867,,
K06894,,
K01993,,
K07497,,
K00766,2.4.2.18,R01073
K01925,6.3.2.9,R02783
K01000,2.7.8.13,R05629;R05630
K16203,,
K07010,,
K10008,7.4.2.1,
K08218,,
K01659,2.3.3.5,R00351;R00931
K03553,,
K07652,2.7.13.3,
K16692,2.7.10.3,
K06020,,
K03893,,
K11527,2.7.13.3,
K18348,5.1.1.1;5.1.1.18,
K07496,,
K15987,7.2.3.1,
K11085,7.5.2.6,
K14170,4.2.1.51;5.4.99.5,R00691;R01373;R01715
K15836,,
K00677,2.3.1.129,R04567
K02536,2.3.1.191,R04550
K07277,,
K11749,,
K00018,1.1.1.29,R00717;R01388
K05349,3.2.1.21,R00026;R00306;R02558;R02887;R02985;R03527;R04949;R04998;R10035;R10039;R10040;R13051;R13052;R13065;R13081
K08306,4.2.2.29,
K07495,,
K07214,3.1.1.108,
K01537,7.2.2.10,
K10742,5.6.2.3,
K02952,,
K02217,1.16.3.2,
K07644,2.7.13.3,
K00874,2.7.1.45,R01541
K02557,,
K07462,,
K01889,6.1.1.20,R03660
K01879,6.1.1.14,R03654
K00873,2.7.1.40,R00200;R00430;R01138;R01858;R02320
K18887,,
K18888,,
K20276,,
K01662,2.2.1.7,R05636
K24206,,
K02335,2.7.7.7,
K02118,,
K01364,3.4.22.10,
K03106,3.6.5.4,
K03086,,
K02314,5.6.2.3,
K01187,3.2.1.20,R00028;R00801;R00802;R06087;R06088
K02757,,
K00600,2.1.2.1,R00945;R09099
K04077,5.6.1.7,
K07485,,
K07316,2.1.1.72,
K08300,3.1.26.12,
K00265,1.4.1.13,R00114;R00248
K13001,,
K02874,,
K27802,4.2.1.3;4.2.1.99,R01324;R01325;R01900;R04425
K03438,2.1.1.199,
K00705,2.4.1.25,R02111;R05196
K01924,6.3.2.8,R03193
K21636,1.1.98.6,R11633;R11634;R11635;R11636
K07277,,
K18324,,
K03801,2.3.1.181,R07766;R07769;R12427;R12428
K05802,,
K00638,2.3.1.28,
K01519,3.6.1.66,R00720;R02720;R03531;R08243
K18139,,
K02761,,R11170;R11172
K01873,6.1.1.9,R03665
K02982,,
K01915,6.3.1.2,R00253
K03695,,
K07462,,
K09160,,
K03046,2.7.7.6,
K07751,3.4.11.23,R00899;R04951
K01955,6.3.5.5,R00256;R00575;R01395;R10948;R10949
K04763,,
K23181,,
K03307,,
K00990,2.7.7.59,
K12097,,
K00549,2.1.1.14,R04405;R09365
K11688,,
K02836,,
K07516,1.1.1.35,R01975;R04737;R04739;R04741;R04743;R04745;R04748;R05305
K09903,2.7.4.22,R00158
K10036/K10037,,
K02011,,
K00939,2.7.4.3,R00127;R01547;R11319
K03043,2.7.7.6,
K01081,3.1.3.5,R00183;R00511;R00963;R01126;R01227;R01569;R01664;R01968;R02088;R02102;R02323;R02719;R03346;R12958
K03601,3.1.11.6,
K00604,2.1.2.9,R03940
K06223,2.1.1.72,
K07497,,
K05884,1.1.1.337,R07136
K11912,2.7.11.1,
K02003,,
K02004,,
K14162,2.7.7.7,
K22504,,
K26937,,
K21023,2.7.7.65,
K07262,,
K16087,,
K03546,,
K12368,,
K01870,6.1.1.5,R03656
K01875,6.1.1.11,R03662;R08218
K01534,7.2.2.12;7.2.2.21,
K02355,,
K01908,6.2.1.17,R00925;R00926;R01354
K26602,,
K03798,,
K07486,,
K02622,5.6.2.2,
K12340,,
K01775,5.1.1.1,R00401
K21132,3.2.1.130;3.2.1.198,
K03466,,
K03497,,
K02339,2.7.7.7,
K03469,3.1.26.4,
K00097,1.1.1.262,R05681;R05837;R07406
K00425,7.1.1.7,R11325
K00798,2.5.1.17,R01492;R05220;R07268;R12184
K13525,,
K00761,2.4.2.9,R00966
K11073,,
K00525,1.17.4.1,R02017;R02018;R02019;R02024
K03324,,
K20543,,
K20541,,
K00694,2.4.1.12,R02889
K21572,,
K19005,2.7.8.20,R05081;R10849;R12813;R12900;R12901
K00059,1.1.1.100,R02767;R04533;R04534;R04536;R04543;R04566;R04953;R04964;R07763;R10116;R10120;R11671
K03168,5.6.2.1,
K19231,,
K00164,1.2.4.2,R00621;R01700;R03316;R08549
K07448,,
K14623,,
K19693,,
K07516,1.1.1.35,R01975;R04737;R04739;R04741;R04743;R04745;R04748;R05305
K03614,7.1.1.11;7.2.1.2,
K03703,,
K09118,,
K10254,4.2.1.53,
K00336,7.1.1.2,R11945
K09118,,
K08305,4.2.2.29,
K02030,,
K20680,2.6.1.90,R09824
K20543,,
K01338,3.4.21.53,
K19686,,
K00163,1.2.4.1,R00014;R00209;R01699;R03270
K04763,,
K07315,3.1.3.3,
K00986,2.7.7.49,
K03723,5.6.2.4,
K02437,,R01221
K01159,3.1.21.10,
K02395,,
K02456,,
K03753,,
K03446,,
K06193,,
K22278,3.5.1.104,
K02935,,
K16899,5.6.2.4,
K00605,2.1.2.10,R01221;R02300;R04125
K07497,,
K00567,2.1.1.63,
K09952,,
K16088,,
K27087,,
K21905,,
K05349,3.2.1.21,R00026;R00306;R02558;R02887;R02985;R03527;R04949;R04998;R10035;R10039;R10040;R13051;R13052;R13065;R13081
K11754,6.3.2.12;6.3.2.17,R00942;R02237;R04241
K01610,4.1.1.49,R00341
K02970,,
K01886,6.1.1.18,R03652
K05776,,
K01159,3.1.21.10,
K07636,2.7.13.3,
K04066,5.6.2.4,
K02025,,
K02118,,
K05366,2.4.99.28;3.4.16.4,
K01689,4.2.1.11,R00658
K03431,5.4.2.10,R02060
K01183,3.2.1.14,R01206;R02334
K02033,,
K03657,5.6.2.4,
K04651,,
K02499,,
K06894,,
K00382,1.8.1.4,R00209;R01210;R01221;R01651;R01698;R01933;R03171;R03815;R07618;R08549
K07277,,
K03555,,
K04079,,
K00986,2.7.7.49,
K00795,2.5.1.1;2.5.1.10,R01658;R02003
K06926,,
K03431,5.4.2.10,R02060
K13075,3.1.1.81,R08970
K02025,,
K00239,1.3.5.1,R02164
K21572,,
K10542,7.5.2.11,
K03929,,
K02014,,
K01950,6.3.5.1,R00257
K04786,,
K25314,2.7.1.52;2.7.7.30,R01951;R03161
K00355,1.6.5.2,R02964;R03643;R03816
K09760,,
K01142,3.1.11.2,
K03797,3.4.21.102,
K03553,,
K18138,,
K00705,2.4.1.25,R02111;R05196
K00700,2.4.1.18,R02110
K01710,4.2.1.46,R06513
K00135,1.2.1.16;1.2.1.20;1.2.1.79,R00713;R00714;R02401
K00600,2.1.2.1,R00945;R09099
K00344,1.6.5.5,
K08316,2.1.1.171,R07234
K01698,4.2.1.24,R00036
K21573,,
K04763,,
K00873,2.7.1.40,R00200;R00430;R01138;R01858;R02320
K03733,,
K27343,6.3.1.22,
K03189,,
K19693,,
K26833,,
K08191,,
K03979,,
K00939,2.7.4.3,R00127;R01547;R11319
K03595,,
K23059,,
K02230,6.6.1.2,R05227
K21573,,
K06213,,
K10111,,
K07636,2.7.13.3,
K03664,,
K21024,3.1.4.52,
K01992,,
K03701,,
K03544,,
K03529,,
K24954,,R12707
K01845,5.4.3.8,R02272
K03587,3.4.16.4,
K23997,4.2.1.136;5.1.99.6,
K01421,,
K06187,,
K01915,6.3.1.2,R00253
K05349,3.2.1.21,R00026;R00306;R02558;R02887;R02985;R03527;R04949;R04998;R10035;R10039;R10040;R13051;R13052;R13065;R13081
K04773,,
K12528,,R07229
K03566,,
K20338,,
K04090,1.2.7.8,
K12574,,
K03088,,
K23269,6.3.5.3,R04463
K01005,,
K00249,1.3.8.7,R01175;R01279;R02661;R03172;R03777;R03857;R03990;R04095;R04751;R04754
K21572,,
K04095,2.7.7.108,
K14652,3.5.4.25;4.1.99.12,R00425;R07281
K01955,6.3.5.5,R00256;R00575;R01395;R10948;R10949
K23107,,
K02390,,
K24859,,
K02343,2.7.7.7,
K20971,,
K02316,2.7.7.101,
K06131,,R07390
K00266,1.4.1.13,R00114;R00248
K09475,,
K06901,,
K02337,2.7.7.7,
K14261,,
K07326,,
K21573,,
K08316,2.1.1.171,R07234
K01200,3.2.1.41,R02111
K03555,,
K03655,5.6.2.4,
K01262,3.4.11.9,
K02482,2.7.13.3,
K03980,,
