KO,EC,Reaction,role,metabolite
K11178,1.17.1.4,R02103,substrate,C00001
K11178,1.17.1.4,R02103,product,C00366
K11178,1.17.1.4,R02103,product,C00004
K11178,1.17.1.4,R02103,product,C00080
K01601,4.1.1.39,R00024,substrate,C01182
K01601,4.1.1.39,R00024,substrate,C00011
K01601,4.1.1.39,R00024,substrate,C00001
K01601,4.1.1.39,R00024,product,C00197
K01601,4.1.1.39,R03140,substrate,C01182
K01601,4.1.1.39,R03140,substrate,C00007
K01601,4.1.1.39,R03140,product,C00197
K01601,4.1.1.39,R03140,product,C00988
K22015,1.17.98.4;1.17.98.5,R12754,substrate,C00058
K22015,1.17.98.4;1.17.98.5,R12754,substrate,C00080
K22015,1.17.98.4;1.17.98.5,R12754,product,C00011
K22015,1.17.98.4;1.17.98.5,R12754,product,C00282
K00979,2.7.7.38,R03351,substrate,C00063
K00979,2.7.7.38,R03351,substrate,C01187
K00979,2.7.7.38,R03351,product,C00013
K00979,2.7.7.38,R03351,product,C04121
K00979,2.7.7.38,R11396,substrate,C00063
K00979,2.7.7.38,R11396,substrate,C21333
K00979,2.7.7.38,R11396,product,C00013
K00979,2.7.7.38,R11396,product,C21334
K00966,2.7.7.13,R00885,substrate,C00044
K00966,2.7.7.13,R00885,substrate,C00636
K00966,2.7.7.13,R00885,product,C00013
K00966,2.7.7.13,R00885,product,C00096
K01497,3.5.4.25,R00425,substrate,C00044
K01497,3.5.4.25,R00425,substrate,C00001
K01497,3.5.4.25,R00425,product,C00058
K01497,3.5.4.25,R00425,product,C01304
K01497,3.5.4.25,R00425,product,C00009
K00945,2.7.4.25,R00512,substrate,C00002
K00945,2.7.4.25,R00512,substrate,C00055
K00945,2.7.4.25,R00512,product,C00008
K00945,2.7.4.25,R00512,product,C00112
K00945,2.7.4.25,R01665,substrate,C00002
K00945,2.7.4.25,R01665,substrate,C00239
K00945,2.7.4.25,R01665,product,C00008
K00945,2.7.4.25,R01665,product,C00705
K02761,,R11170,substrate,C04261
K02761,,R11170,substrate,C01674
K02761,,R11170,product,C00615
K02761,,R11170,product,C21152
K02761,,R11172,substrate,C04261
K02761,,R11172,substrate,C00185
K02761,,R11172,product,C00615
K02761,,R11172,product,C04534
K00457,1.13.11.27,R01372,substrate,C00166
K00457,1.13.11.27,R01372,substrate,C00007
K00457,1.13.11.27,R01372,product,C05852
K00457,1.13.11.27,R01372,product,C00011
K00457,1.13.11.27,R02521,substrate,C01179
K00457,1.13.11.27,R02521,substrate,C00007
K00457,1.13.11.27,R02521,product,C00544
K00457,1.13.11.27,R02521,product,C00011
K02690,1.97.1.12,R09542,substrate,C03025
K02690,1.97.1.12,R09542,substrate,C00139
K02690,1.97.1.12,R09542,substrate,C00205
K02690,1.97.1.12,R09542,product,C03162
K02690,1.97.1.12,R09542,product,C00138
K22270,1.14.13.24,R02589,substrate,C00587
K22270,1.14.13.24,R02589,substrate,C00007
K22270,1.14.13.24,R02589,substrate,C00004
K22270,1.14.13.24,R02589,substrate,C00080
K22270,1.14.13.24,R02589,product,C00628
K22270,1.14.13.24,R02589,product,C00003
K22270,1.14.13.24,R02589,product,C00001
K02298,7.1.1.3,R11335,substrate,C00390
K02298,7.1.1.3,R11335,substrate,C00007
K02298,7.1.1.3,R11335,substrate,C00080
K02298,7.1.1.3,R11335,product,C00399
K02298,7.1.1.3,R11335,product,C00001
K02298,7.1.1.3,R11335,product,C00080
K02298,7.1.1.3,R13247,substrate,C15603
K02298,7.1.1.3,R13247,substrate,C00007
K02298,7.1.1.3,R13247,substrate,C00080
K02298,7.1.1.3,R13247,product,C15602
K02298,7.1.1.3,R13247,product,C00001
K02298,7.1.1.3,R13247,product,C00080
K00057,1.1.1.94,R00842,substrate,C00093
K00057,1.1.1.94,R00842,substrate,C00003
K00057,1.1.1.94,R00842,product,C00111
K00057,1.1.1.94,R00842,product,C00004
K00057,1.1.1.94,R00842,product,C00080
K00057,1.1.1.94,R00844,substrate,C00093
K00057,1.1.1.94,R00844,substrate,C00006
K00057,1.1.1.94,R00844,product,C00111
K00057,1.1.1.94,R00844,product,C00005
K00057,1.1.1.94,R00844,product,C00080
K11177,1.17.1.4,R01768,substrate,C00262
K11177,1.17.1.4,R01768,substrate,C00003
K11177,1.17.1.4,R01768,substrate,C00001
K11177,1.17.1.4,R01768,product,C00385
K11177,1.17.1.4,R01768,product,C00004
K11177,1.17.1.4,R01768,product,C00080
K11177,1.17.1.4,R02103,substrate,C00385
K11177,1.17.1.4,R02103,substrate,C00003
K11177,1.17.1.4,R02103,substrate,C00001
K11177,1.17.1.4,R02103,product,C00366
K11177,1.17.1.4,R02103,product,C00004
K11177,1.17.1.4,R02103,product,C00080
K07307,,R09501,substrate,C00580
K07307,,R09501,substrate,C00828
K07307,,R09501,substrate,C00001
K07307,,R09501,product,C11143
K07307,,R09501,product,C05819
K10215,,R07836,substrate,C16281
K10215,,R07836,substrate,C00007
K10215,,R07836,substrate,C00005
K10215,,R07836,substrate,C00080
K10215,,R07836,product,C16283
K10215,,R07836,product,C00006
K10215,,R07836,product,C00001
K10215,,R07837,substrate,C16283
K10215,,R07837,substrate,C00005
K10215,,R07837,substrate,C00080
K10215,,R07837,substrate,C00007
K10215,,R07837,product,C16285
K10215,,R07837,product,C00006
K10215,,R07837,product,C00001
K11755,3.5.4.19;3.6.1.31,R04035,substrate,C02739
K11755,3.5.4.19;3.6.1.31,R04035,substrate,C00001
K11755,3.5.4.19;3.6.1.31,R04035,product,C02741
K11755,3.5.4.19;3.6.1.31,R04035,product,C00013
K11755,3.5.4.19;3.6.1.31,R04037,substrate,C02741
K11755,3.5.4.19;3.6.1.31,R04037,substrate,C00001
K11755,3.5.4.19;3.6.1.31,R04037,product,C04896
K14136,2.4.2.45,R10095,substrate,C02970
K14136,2.4.2.45,R10095,substrate,C00119
K14136,2.4.2.45,R10095,product,C20352
K14136,2.4.2.45,R10095,product,C00013
K00112,1.1.5.3,R00848,substrate,C00093
K00112,1.1.5.3,R00848,substrate,C00016
K00112,1.1.5.3,R00848,product,C00111
K00112,1.1.5.3,R00848,product,C01352
K04720,4.1.1.81,R06530,substrate,C12147
K04720,4.1.1.81,R06530,product,C04122
K04720,4.1.1.81,R06530,product,C00011
K00024,1.1.1.37,R00342,substrate,C00149
K00024,1.1.1.37,R00342,substrate,C00003
K00024,1.1.1.37,R00342,product,C00036
K00024,1.1.1.37,R00342,product,C00004
K00024,1.1.1.37,R00342,product,C00080
K00024,1.1.1.37,R07136,substrate,C11537
K00024,1.1.1.37,R07136,substrate,C00003
K00024,1.1.1.37,R07136,product,C05528
K00024,1.1.1.37,R07136,product,C00004
K00024,1.1.1.37,R07136,product,C00080
K00167,1.2.4.4,R01210,substrate,C00141
K00167,1.2.4.4,R01210,substrate,C00010
K00167,1.2.4.4,R01210,substrate,C00003
K00167,1.2.4.4,R01210,product,C00630
K00167,1.2.4.4,R01210,product,C00011
K00167,1.2.4.4,R01210,product,C00004
K00167,1.2.4.4,R01210,product,C00080
K00167,1.2.4.4,R01651,substrate,C00233
K00167,1.2.4.4,R01651,substrate,C00010
K00167,1.2.4.4,R01651,substrate,C00003
K00167,1.2.4.4,R01651,product,C02939
K00167,1.2.4.4,R01651,product,C00011
K00167,1.2.4.4,R01651,product,C00004
K00167,1.2.4.4,R01651,product,C00080
K00167,1.2.4.4,R01701,substrate,C00141
K00167,1.2.4.4,R01701,substrate,C15972
K00167,1.2.4.4,R01701,product,C15977
K00167,1.2.4.4,R01701,product,C00011
K00167,1.2.4.4,R01702,substrate,C00233
K00167,1.2.4.4,R01702,substrate,C15972
K00167,1.2.4.4,R01702,product,C15975
K00167,1.2.4.4,R01702,product,C00011
K00167,1.2.4.4,R03171,substrate,C00671
K00167,1.2.4.4,R03171,substrate,C00010
K00167,1.2.4.4,R03171,substrate,C00003
K00167,1.2.4.4,R03171,product,C15980
K00167,1.2.4.4,R03171,product,C00011
K00167,1.2.4.4,R03171,product,C00004
K00167,1.2.4.4,R03171,product,C00080
K00167,1.2.4.4,R04225,substrate,C00671
K00167,1.2.4.4,R04225,substrate,C15972
K00167,1.2.4.4,R04225,product,C15979
K00167,1.2.4.4,R04225,product,C00011
K00167,1.2.4.4,R07599,substrate,C00141
K00167,1.2.4.4,R07599,substrate,C00068
K00167,1.2.4.4,R07599,product,C15976
K00167,1.2.4.4,R07599,product,C00011
K00167,1.2.4.4,R07600,substrate,C15976
K00167,1.2.4.4,R07600,substrate,C15972
K00167,1.2.4.4,R07600,product,C15977
K00167,1.2.4.4,R07600,product,C00068
K00167,1.2.4.4,R07601,substrate,C00233
K00167,1.2.4.4,R07601,substrate,C00068
K00167,1.2.4.4,R07601,product,C15974
K00167,1.2.4.4,R07601,product,C00011
K00167,1.2.4.4,R07602,substrate,C15974
K00167,1.2.4.4,R07602,substrate,C15972
K00167,1.2.4.4,R07602,product,C15975
K00167,1.2.4.4,R07602,product,C00068
K00167,1.2.4.4,R07603,substrate,C00671
K00167,1.2.4.4,R07603,substrate,C00068
K00167,1.2.4.4,R07603,product,C15978
K00167,1.2.4.4,R07603,product,C00011
K00167,1.2.4.4,R07604,substrate,C15978
K00167,1.2.4.4,R07604,substrate,C15972
K00167,1.2.4.4,R07604,product,C15979
K00167,1.2.4.4,R07604,product,C00068
K00167,1.2.4.4,R10996,substrate,C00109
K00167,1.2.4.4,R10996,substrate,C00068
K00167,1.2.4.4,R10996,product,C21017
K00167,1.2.4.4,R10996,product,C00011
K00167,1.2.4.4,R10997,substrate,C21017
K00167,1.2.4.4,R10997,substrate,C15972
K00167,1.2.4.4,R10997,product,C21018
K00167,1.2.4.4,R10997,product,C00068
K14654,1.1.1.302,R09375,substrate,C01304
K14654,1.1.1.302,R09375,substrate,C00004
K14654,1.1.1.302,R09375,substrate,C00080
K14654,1.1.1.302,R09375,product,C18910
K14654,1.1.1.302,R09375,product,C00003
K14654,1.1.1.302,R09376,substrate,C01304
K14654,1.1.1.302,R09376,substrate,C00005
K14654,1.1.1.302,R09376,substrate,C00080
K14654,1.1.1.302,R09376,product,C18910
K14654,1.1.1.302,R09376,product,C00006
K22205,3.13.2.3,R12098,substrate,C22529
K22205,3.13.2.3,R12098,substrate,C00001
K22205,3.13.2.3,R12098,product,C00212
K22205,3.13.2.3,R12098,product,C00073
K01077,3.1.3.1,R02135,substrate,C01081
K01077,3.1.3.1,R02135,substrate,C00001
K01077,3.1.3.1,R02135,product,C00378
K01077,3.1.3.1,R02135,product,C00009
K01077,3.1.3.1,R04620,substrate,C04895
K01077,3.1.3.1,R04620,substrate,C00001
K01077,3.1.3.1,R04620,product,C04874
K01077,3.1.3.1,R04620,product,C00009
K21832,1.14.13.251,R13016,substrate,C00719
K21832,1.14.13.251,R13016,substrate,C00004
K21832,1.14.13.251,R13016,substrate,C00080
K21832,1.14.13.251,R13016,substrate,C00007
K21832,1.14.13.251,R13016,product,C01026
K21832,1.14.13.251,R13016,product,C00003
K21832,1.14.13.251,R13016,product,C00067
K21832,1.14.13.251,R13016,product,C00001
K11533,,R01624,substrate,C00024
K11533,,R01624,substrate,C00229
K11533,,R01624,product,C00010
K11533,,R01624,product,C03939
K11533,,R01626,substrate,C00083
K11533,,R01626,substrate,C00229
K11533,,R01626,product,C00010
K11533,,R01626,product,C01209
K11533,,R04355,substrate,C03939
K11533,,R04355,substrate,C01209
K11533,,R04355,product,C05744
K11533,,R04355,product,C00011
K11533,,R04355,product,C00229
K11533,,R04428,substrate,C04618
K11533,,R04428,product,C04246
K11533,,R04428,product,C00001
K11533,,R04429,substrate,C05745
K11533,,R04429,substrate,C00003
K11533,,R04429,product,C04246
K11533,,R04429,product,C00004
K11533,,R04429,product,C00080
K11533,,R04533,substrate,C04618
K11533,,R04533,substrate,C00006
K11533,,R04533,product,C05744
K11533,,R04533,product,C00005
K11533,,R04533,product,C00080
K11533,,R04534,substrate,C04619
K11533,,R04534,substrate,C00006
K11533,,R04534,product,C05753
K11533,,R04534,product,C00005
K11533,,R04535,substrate,C04619
K11533,,R04535,product,C05754
K11533,,R04535,product,C00001
K11533,,R04536,substrate,C04620
K11533,,R04536,substrate,C00006
K11533,,R04536,product,C05750
K11533,,R04536,product,C00005
K11533,,R04536,product,C00080
K11533,,R04537,substrate,C04620
K11533,,R04537,product,C05751
K11533,,R04537,product,C00001
K11533,,R04543,substrate,C04633
K11533,,R04543,substrate,C00006
K11533,,R04543,product,C05762
K11533,,R04543,product,C00005
K11533,,R04543,product,C00080
K11533,,R04544,substrate,C04633
K11533,,R04544,product,C05763
K11533,,R04544,product,C00001
K11533,,R04566,substrate,C04688
K11533,,R04566,substrate,C00006
K11533,,R04566,product,C05759
K11533,,R04566,product,C00005
K11533,,R04566,product,C00080
K11533,,R04568,substrate,C04688
K11533,,R04568,product,C05760
K11533,,R04568,product,C00001
K11533,,R04724,substrate,C05223
K11533,,R04724,substrate,C00003
K11533,,R04724,product,C05758
K11533,,R04724,product,C00004
K11533,,R04724,product,C00080
K11533,,R04726,substrate,C05223
K11533,,R04726,substrate,C01209
K11533,,R04726,product,C05759
K11533,,R04726,product,C00011
K11533,,R04726,product,C00229
K11533,,R04952,substrate,C05745
K11533,,R04952,substrate,C01209
K11533,,R04952,product,C05746
K11533,,R04952,product,C00011
K11533,,R04952,product,C00229
K11533,,R04953,substrate,C05747
K11533,,R04953,substrate,C00006
K11533,,R04953,product,C05746
K11533,,R04953,product,C00005
K11533,,R04953,product,C00080
K11533,,R04954,substrate,C05747
K11533,,R04954,product,C05748
K11533,,R04954,product,C00001
K11533,,R04955,substrate,C05749
K11533,,R04955,substrate,C00003
K11533,,R04955,product,C05748
K11533,,R04955,product,C00004
K11533,,R04955,product,C00080
K11533,,R04957,substrate,C05749
K11533,,R04957,substrate,C01209
K11533,,R04957,product,C05750
K11533,,R04957,product,C00011
K11533,,R04957,product,C00229
K11533,,R04958,substrate,C05752
K11533,,R04958,substrate,C00003
K11533,,R04958,product,C05751
K11533,,R04958,product,C00004
K11533,,R04958,product,C00080
K11533,,R04960,substrate,C05752
K11533,,R04960,substrate,C01209
K11533,,R04960,product,C05753
K11533,,R04960,product,C00011
K11533,,R04960,product,C00229
K11533,,R04961,substrate,C05755
K11533,,R04961,substrate,C00003
K11533,,R04961,product,C05754
K11533,,R04961,product,C00004
K11533,,R04961,product,C00080
K11533,,R04963,substrate,C05755
K11533,,R04963,substrate,C01209
K11533,,R04963,product,C05756
K11533,,R04963,product,C00011
K11533,,R04963,product,C00229
K11533,,R04964,substrate,C05757
K11533,,R04964,substrate,C00006
K11533,,R04964,product,C05756
K11533,,R04964,product,C00005
K11533,,R04964,product,C00080
K11533,,R04965,substrate,C05757
K11533,,R04965,product,C05758
K11533,,R04965,product,C00001
K11533,,R04966,substrate,C05761
K11533,,R04966,substrate,C00003
K11533,,R04966,product,C05760
K11533,,R04966,product,C00004
K11533,,R04966,product,C00080
K11533,,R04968,substrate,C05761
K11533,,R04968,substrate,C01209
K11533,,R04968,product,C05762
K11533,,R04968,product,C00011
K11533,,R04968,product,C00229
K11533,,R04969,substrate,C05764
K11533,,R04969,substrate,C00003
K11533,,R04969,product,C05763
K11533,,R04969,product,C00004
K11533,,R04969,product,C00080
K11533,,R07762,substrate,C05764
K11533,,R07762,substrate,C01209
K11533,,R07762,product,C16219
K11533,,R07762,product,C00229
K11533,,R07762,product,C00011
K11533,,R07763,substrate,C16219
K11533,,R07763,substrate,C00005
K11533,,R07763,substrate,C00080
K11533,,R07763,product,C16220
K11533,,R07763,product,C00006
K11533,,R07764,substrate,C16220
K11533,,R07764,product,C16221
K11533,,R07764,product,C00001
K11533,,R07765,substrate,C16221
K11533,,R07765,substrate,C00004
K11533,,R07765,substrate,C00080
K11533,,R07765,product,C04088
K11533,,R07765,product,C00003
K11533,,R10700,substrate,C05764
K11533,,R10700,substrate,C00010
K11533,,R10700,product,C00154
K11533,,R10700,product,C00229
K11533,,R12328,substrate,C00024
K11533,,R12328,substrate,n C00083
K11533,,R12328,substrate,n C00005
K11533,,R12328,substrate,n C00004
K11533,,R12328,substrate,n C00080
K11533,,R12328,product,C02843
K11533,,R12328,product,n C00010
K11533,,R12328,product,n C00011
K11533,,R12328,product,n C00006
K11533,,R12328,product,n C00003
K11533,,R12328,product,n C00001
K11533,,R13255,substrate,C00024
K11533,,R13255,substrate,n C00083
K11533,,R13255,substrate,n C00005
K11533,,R13255,substrate,n C00004
K11533,,R13255,substrate,n C00080
K11533,,R13255,product,C20876
K11533,,R13255,product,n C00010
K11533,,R13255,product,n C00011
K11533,,R13255,product,n C00006
K11533,,R13255,product,n C00003
K11533,,R13255,product,n C00001
K09474,3.1.3.2,R00548,substrate,C00061
K09474,3.1.3.2,R00548,substrate,C00001
K09474,3.1.3.2,R00548,product,C00255
K09474,3.1.3.2,R00548,product,C00009
K12972,1.1.1.79;1.1.1.81,R00465,substrate,C00160
K12972,1.1.1.79;1.1.1.81,R00465,substrate,C00006
K12972,1.1.1.79;1.1.1.81,R00465,product,C00048
K12972,1.1.1.79;1.1.1.81,R00465,product,C00005
K12972,1.1.1.79;1.1.1.81,R00465,product,C00080
K12972,1.1.1.79;1.1.1.81,R01388,substrate,C00258
K12972,1.1.1.79;1.1.1.81,R01388,substrate,C00003
K12972,1.1.1.79;1.1.1.81,R01388,product,C00168
K12972,1.1.1.79;1.1.1.81,R01388,product,C00004
K12972,1.1.1.79;1.1.1.81,R01388,product,C00080
K12972,1.1.1.79;1.1.1.81,R01392,substrate,C00258
K12972,1.1.1.79;1.1.1.81,R01392,substrate,C00006
K12972,1.1.1.79;1.1.1.81,R01392,product,C00168
K12972,1.1.1.79;1.1.1.81,R01392,product,C00005
K12972,1.1.1.79;1.1.1.81,R01392,product,C00080
K12972,1.1.1.79;1.1.1.81,R02527,substrate,C00937
K12972,1.1.1.79;1.1.1.81,R02527,substrate,C00003
K12972,1.1.1.79;1.1.1.81,R02527,product,C00546
K12972,1.1.1.79;1.1.1.81,R02527,product,C00004
K12972,1.1.1.79;1.1.1.81,R02527,product,C00080
K00841,,R04467,substrate,C04390
K00841,,R04467,substrate,C00026
K00841,,R04467,product,C05539
K00841,,R04467,product,C00025
K00605,2.1.2.10,R01221,substrate,C00037
K00605,2.1.2.10,R01221,substrate,C00101
K00605,2.1.2.10,R01221,substrate,C00003
K00605,2.1.2.10,R01221,product,C00143
K00605,2.1.2.10,R01221,product,C00014
K00605,2.1.2.10,R01221,product,C00011
K00605,2.1.2.10,R01221,product,C00004
K00605,2.1.2.10,R01221,product,C00080
K00605,2.1.2.10,R02300,substrate,C03479
K00605,2.1.2.10,R02300,product,C00445
K00605,2.1.2.10,R02300,product,C00001
K00605,2.1.2.10,R04125,substrate,C01242
K00605,2.1.2.10,R04125,substrate,C00101
K00605,2.1.2.10,R04125,product,C02972
K00605,2.1.2.10,R04125,product,C00143
K00605,2.1.2.10,R04125,product,C00014
K23393,6.3.5.13,R05030,substrate,C00002
K23393,6.3.5.13,R05030,substrate,C05893
K23393,6.3.5.13,R05030,substrate,C00014
K23393,6.3.5.13,R05030,product,C00008
K23393,6.3.5.13,R05030,product,C00009
K23393,6.3.5.13,R05030,product,C05894
K00768,2.4.2.21,R04148,substrate,C01185
K00768,2.4.2.21,R04148,substrate,C03114
K00768,2.4.2.21,R04148,product,C00253
K00768,2.4.2.21,R04148,product,C04778
K00768,2.4.2.21,R04148,product,C00080
K01093,3.1.3.2;3.1.3.26,R00548,substrate,C00061
K01093,3.1.3.2;3.1.3.26,R00548,substrate,C00001
K01093,3.1.3.2;3.1.3.26,R00548,product,C00255
K01093,3.1.3.2;3.1.3.26,R00548,product,C00009
K01093,3.1.3.2;3.1.3.26,R03372,substrate,C01204
K01093,3.1.3.2;3.1.3.26,R03372,substrate,C00001
K01093,3.1.3.2;3.1.3.26,R03372,product,C04579
K01093,3.1.3.2;3.1.3.26,R03372,product,C00009
K02612,,R09838,substrate,C00582
K02612,,R09838,substrate,C00007
K02612,,R09838,substrate,C00005
K02612,,R09838,substrate,C00080
K02612,,R09838,product,C20062
K02612,,R09838,product,C00001
K02612,,R09838,product,C00006
K00995,2.7.8.5,R01801,substrate,C00269
K00995,2.7.8.5,R01801,substrate,C00093
K00995,2.7.8.5,R01801,product,C00055
K00995,2.7.8.5,R01801,product,C03892
K18661,6.2.1.76,R03383,substrate,C02170
K18661,6.2.1.76,R03383,substrate,C00010
K18661,6.2.1.76,R03383,substrate,C00002
K18661,6.2.1.76,R03383,product,C01213
K18661,6.2.1.76,R03383,product,C00020
K18661,6.2.1.76,R03383,product,C00013
K07812,1.7.2.3,R02560,substrate,C00565
K07812,1.7.2.3,R02560,substrate,C00125
K07812,1.7.2.3,R02560,substrate,C00001
K07812,1.7.2.3,R02560,product,C01104
K07812,1.7.2.3,R02560,product,C00126
K07812,1.7.2.3,R02560,product,C00080
K12255,3.5.3.7,R01990,substrate,C01035
K12255,3.5.3.7,R01990,substrate,C00001
K12255,3.5.3.7,R01990,product,C00334
K12255,3.5.3.7,R01990,product,C00086
K01933,6.3.3.1,R04208,substrate,C00002
K01933,6.3.3.1,R04208,substrate,C04640
K01933,6.3.3.1,R04208,product,C00008
K01933,6.3.3.1,R04208,product,C00009
K01933,6.3.3.1,R04208,product,C03373
K00965,2.7.7.12,R00955,substrate,C00029
K00965,2.7.7.12,R00955,substrate,C00446
K00965,2.7.7.12,R00955,product,C00103
K00965,2.7.7.12,R00955,product,C00052
K00899,2.7.1.100,R04143,substrate,C00002
K00899,2.7.1.100,R04143,substrate,C03089
K00899,2.7.1.100,R04143,product,C00008
K00899,2.7.1.100,R04143,product,C04188
K06720,4.2.1.108,R06979,substrate,C06442
K06720,4.2.1.108,R06979,product,C00001
K06720,4.2.1.108,R06979,product,C06231
K03271,5.3.1.28,R05645,substrate,C05382
K03271,5.3.1.28,R05645,product,C07836
K03271,5.3.1.28,R09768,substrate,C05382
K03271,5.3.1.28,R09768,product,C19882
K03271,5.3.1.28,R09769,substrate,C05382
K03271,5.3.1.28,R09769,product,C19878
K03338,2.7.1.92,R05661,substrate,C06892
K03338,2.7.1.92,R05661,substrate,C00002
K03338,2.7.1.92,R05661,product,C06893
K03338,2.7.1.92,R05661,product,C00008
K01761,4.4.1.11,R00654,substrate,C00073
K01761,4.4.1.11,R00654,substrate,C00001
K01761,4.4.1.11,R00654,product,C00409
K01761,4.4.1.11,R00654,product,C00014
K01761,4.4.1.11,R00654,product,C00109
K01761,4.4.1.11,R04770,substrate,C05335
K01761,4.4.1.11,R04770,substrate,C00001
K01761,4.4.1.11,R04770,product,C05703
K01761,4.4.1.11,R04770,product,C00014
K01761,4.4.1.11,R04770,product,C00109
K18912,1.14.99.50,R11013,substrate,C05575
K18912,1.14.99.50,R11013,substrate,C00669
K18912,1.14.99.50,R11013,substrate,C00007
K18912,1.14.99.50,R11013,product,C20995
K18912,1.14.99.50,R11013,product,C00001
K02798,2.7.1.197,R02704,substrate,C04261
K02798,2.7.1.197,R02704,substrate,C00392
K02798,2.7.1.197,R02704,product,C00615
K02798,2.7.1.197,R02704,product,C00644
K06881,3.1.13.3;3.1.3.7,R00188,substrate,C00054
K06881,3.1.13.3;3.1.3.7,R00188,substrate,C00001
K06881,3.1.13.3;3.1.3.7,R00188,product,C00020
K06881,3.1.13.3;3.1.3.7,R00188,product,C00009
K06881,3.1.13.3;3.1.3.7,R00508,substrate,C00053
K06881,3.1.13.3;3.1.3.7,R00508,substrate,C00001
K06881,3.1.13.3;3.1.3.7,R00508,product,C00224
K06881,3.1.13.3;3.1.3.7,R00508,product,C00009
K00879,2.7.1.51,R03241,substrate,C00002
K00879,2.7.1.51,R03241,substrate,C01721
K00879,2.7.1.51,R03241,product,C00008
K00879,2.7.1.51,R03241,product,C01099
K00879,2.7.1.51,R12695,substrate,C00002
K00879,2.7.1.51,R12695,substrate,C00309
K00879,2.7.1.51,R12695,product,C00008
K00879,2.7.1.51,R12695,product,C22337
K04019,,R00749,substrate,C00189
K04019,,R00749,product,C00084
K04019,,R00749,product,C00014
K03270,3.1.3.45,R03350,substrate,C04478
K03270,3.1.3.45,R03350,substrate,C00001
K03270,3.1.3.45,R03350,product,C01187
K03270,3.1.3.45,R03350,product,C00009
K14441,2.8.4.4,R10652,substrate,C20756
K14441,2.8.4.4,R10652,substrate,C17023
K14441,2.8.4.4,R10652,substrate,C00019
K14441,2.8.4.4,R10652,substrate,C00030
K14441,2.8.4.4,R10652,product,C20758
K14441,2.8.4.4,R10652,product,C00021
K14441,2.8.4.4,R10652,product,C00073
K14441,2.8.4.4,R10652,product,C05198
K14441,2.8.4.4,R10652,product,C00028
K21064,3.1.3.104,R07280,substrate,C04454
K21064,3.1.3.104,R07280,substrate,C00001
K21064,3.1.3.104,R07280,product,C04732
K21064,3.1.3.104,R07280,product,C00009
K23269,6.3.5.3,R04463,substrate,C00002
K23269,6.3.5.3,R04463,substrate,C04376
K23269,6.3.5.3,R04463,substrate,C00064
K23269,6.3.5.3,R04463,substrate,C00001
K23269,6.3.5.3,R04463,product,C00008
K23269,6.3.5.3,R04463,product,C00009
K23269,6.3.5.3,R04463,product,C04640
K23269,6.3.5.3,R04463,product,C00025
K08357,,R10150,substrate,C02084
